player_id,player_name,position_group,wiki_title,wiki_url,summary,categories
00-0039311,Emani Bailey,RB,Emani Bailey,https://en.wikipedia.org/wiki/Emani_Bailey,"Emani Bailey (born November 28, 2001) is an American professional football running back for the BC Lions of the Canadian Football League (CFL). He played college football for the Louisiana Ragin' Cajuns and TCU Horned Frogs.","2001 births | American football running backs | Articles with short description | Billy Ryan High School alumni | CS1 errors: bare URL | CS1 errors: missing title | Carolina Panthers players | Kansas City Chiefs players | Living people | Louisiana Ragin' Cajuns football players | Players of American football from Denton, Texas | Short description matches Wikidata | TCU Horned Frogs football players | Use mdy dates from March 2025"
00-0038797,Emanuel Wilson,RB,Emanuel Wilson (American football),https://en.wikipedia.org/wiki/Emanuel_Wilson_(American_football),"Emanuel Dashae Wilson (born May 8, 1999) is an American professional football running back for the Seattle Seahawks of the National Football League (NFL). He played college football for the Johnson C. Smith Golden Bulls and Fort Valley State Wildcats, and was signed as an undrafted free agent by the Denver Broncos in 2023.","1999 births | 21st-century African-American sportsmen | 21st-century American sportsmen | American football running backs | Articles with short description | Denver Broncos players | Fort Valley State Wildcats football players | Green Bay Packers players | Johnson C. Smith Golden Bulls football players | Living people | Players of American football from Charlotte, North Carolina | Seattle Seahawks currentteam parameter articles | Seattle Seahawks players | Short description matches Wikidata | Use mdy dates from May 2026"
00-0038705,Emari Demercado,RB,Emari Demercado,https://en.wikipedia.org/wiki/Emari_Demercado,"Emari Demercado (born January 20, 1999) is an American professional running back and kickoff returner for the Kansas City Chiefs of the National Football League (NFL). He played college football for the Saddleback Guachos and TCU Horned Frogs and was signed as an undrafted free agent by the Arizona Cardinals after the 2023 NFL draft.","1999 births | 21st-century African-American sportsmen | 21st-century American sportsmen | American football running backs | American people of Jamaican descent | Arizona Cardinals players | Articles with short description | Kansas City Chiefs currentteam parameter articles | Kansas City Chiefs players | Living people | Players of American football from Inglewood, California | Saddleback Bobcats football players | Short description is different from Wikidata | Sportspeople of Jamaican descent | TCU Horned Frogs football players | Use mdy dates from March 2024"
00-0015165,Emmitt Smith,RB,E. J. Smith (American football),https://en.wikipedia.org/wiki/E._J._Smith_(American_football),"Emmitt James Smith IV (born May 15, 2002) is an American professional football running back for the Kansas City Chiefs of the National Football League (NFL). He played college football for the Stanford Cardinal and Texas A&M Aggies. He is the son of former NFL running back Emmitt Smith.",2002 births | 21st-century American sportsmen | American football running backs | Articles with short description | Date of birth not in Wikidata | Jesuit College Preparatory School of Dallas alumni | Kansas City Chiefs currentteam parameter articles | Kansas City Chiefs players | Living people | Players of American football from Dallas | Short description is different from Wikidata | Stanford Cardinal football players | Texas A&M Aggies football players | Use mdy dates from July 2024
00-0036383,Eno Benjamin,RB,Eno Benjamin,https://en.wikipedia.org/wiki/Eno_Benjamin,"Enotobong Benjamin (born April 13, 1999) is an American professional football running back. He played college football for the Arizona State Sun Devils and was selected by the Arizona Cardinals in the seventh round of the 2020 NFL draft.","1999 births | 21st-century African-American sportsmen | 21st-century American sportsmen | African-American Christians | American Christians | American football running backs | Arizona Cardinals players | Arizona State Sun Devils football players | Articles with short description | Calgary Stampeders players | Canadian football running backs | Houston Texans players | Living people | Montreal Alouettes players | New Orleans Saints players | People from Wylie, Texas | Players of American football from Collin County, Texas | Players of American football from Dallas County, Texas | Players of Canadian football from Texas | Short description is different from Wikidata | Use mdy dates from June 2023"
00-0038396,Eric Gray,RB,Eric Gray (American football),https://en.wikipedia.org/wiki/Eric_Gray_(American_football),"Eric DeWayne Gray (born November 4, 1999) is a professional football running back and kickoff returner for the New York Giants of the National Football League (NFL). He played college football for the Tennessee Volunteers and Oklahoma.","1999 births | 21st-century African-American sportsmen | 21st-century American sportsmen | American football running backs | Articles with short description | Lausanne Collegiate School alumni | Living people | New York Giants currentteam parameter articles | New York Giants players | Oklahoma Sooners football players | Players of American football from Memphis, Tennessee | Short description matches Wikidata | Tennessee Volunteers football players | Use mdy dates from January 2024"
00-0020793,Eric McCoo,RB,McCoo,https://en.wikipedia.org/wiki/McCoo,"McCoo is a surname. Notable people with the surname include:

Eric McCoo (born 1980), American football player
Marilyn McCoo (born 1943), American singer",All set index articles | Articles with short description | Monitored short pages | Short description is different from Wikidata | Surnames
00-0023489,Eric Shelton,RB,Eric Shelton (American football),https://en.wikipedia.org/wiki/Eric_Shelton_(American_football),"Eric Shelton (born June 23, 1983) is an American former professional football player who was a running back in the National Football League (NFL). He was selected by the Carolina Panthers in the second round of the 2005 NFL draft.  He played college football for the Louisville Cardinals.
Shelton was also a member of the Washington Redskins.","1983 births | American football running backs | Articles with short description | Carolina Panthers players | Florida State Seminoles football players | Living people | Louisville Cardinals football players | Players of American football from Lexington, Kentucky | Short description is different from Wikidata | Use mdy dates from January 2019 | Washington Redskins players"
00-0022174,Erik Bickerstaff,RB,Erik Bickerstaff,https://en.wikipedia.org/wiki/Erik_Bickerstaff,"Erik Bickerstaff (born July 25, 1980) is an American former professional football fullback who played in the National Football League for the Dallas Cowboys. He played college football for the Wisconsin Badgers.","1980 births | American football running backs | Articles with short description | Dallas Cowboys players | Living people | Oakland Raiders players | Players of American football from Waukesha, Wisconsin | Short description is different from Wikidata | Use mdy dates from June 2024 | Wisconsin Badgers football players"
00-0027844,Erik Lorig,RB,Erik Lorig,https://en.wikipedia.org/wiki/Erik_Lorig,"Erik Lorig (born November 17, 1986) is an American former professional football fullback who played for the Tampa Bay Buccaneers and New Orleans Saints of the National Football League (NFL).
He played defensive end and occasionally tight end in college football at Stanford. He was selected by the Buccaneers in the seventh round of the 2010 NFL draft, converted to fullback in his rookie season, and played for the team for four years. His rookie contract was for four years with incentive escalators. In March 2014, the Saints signed Lorig in free agency to a four-year contract.","1986 births | 21st-century American Jews | All articles with dead external links | American football defensive ends | American football fullbacks | Articles with dead external links from February 2026 | Articles with short description | CS1: unfit URL | CS1 maint: deprecated archival service | Jewish American players of American football | Jews from California | Living people | New Orleans Saints players | People from Rolling Hills, California | People from Rolling Hills Estates, California | Players of American football from Los Angeles County, California | Short description is different from Wikidata | Stanford Cardinal football players | Tampa Bay Buccaneers players | Use mdy dates from November 2013 | Webarchive template wayback links | Wharton School alumni"
00-0013622,Errict Rhett,RB,Errict Rhett,https://en.wikipedia.org/wiki/Errict_Rhett,"Errict Undra Rhett (born December 11, 1970) is an American former professional football player who was a running back in the National Football League (NFL) for seven seasons during the 1990s and early 2000s. Rhett played college football for the Florida Gators, and was recognized as a first-team All-American. A second-round pick in the 1994 NFL draft, he played professionally for the Tampa Bay Buccaneers, Baltimore Ravens and Cleveland Browns of the NFL.","1970 births | All-American college football players | All articles with unsourced statements | American football running backs | Articles with short description | Articles with unsourced statements from September 2022 | Baltimore Ravens players | Cleveland Browns players | Florida Gators football players | Living people | Players of American football from Broward County, Florida | Short description matches Wikidata | Sportspeople from Pembroke Pines, Florida | Tampa Bay Buccaneers players | Use mdy dates from January 2019 | Webarchive template wayback links"
00-0038397,Evan Hull,RB,Evan Hull,https://en.wikipedia.org/wiki/Evan_Hull,"Evan Hull (born October 26, 2000) is an American professional football running back for the Houston Texans of the National Football League (NFL). He played college football for the Northwestern Wildcats and was selected by the Indianapolis Colts in the fifth round of the 2023 NFL draft.","2000 births | 21st-century American sportsmen | American football running backs | Articles with short description | Commons category link from Wikidata | Houston Texans currentteam parameter articles | Houston Texans players | Indianapolis Colts players | Living people | New Orleans Saints players | Northwestern Wildcats football players | Pittsburgh Steelers players | Players of American football from Hennepin County, Minnesota | Short description is different from Wikidata | Sportspeople from Maple Grove, Minnesota | Use mdy dates from June 2024"
00-0029276,Evan Rodriguez,RB,Evan Rodriguez,https://en.wikipedia.org/wiki/Evan_Rodriguez,"Evan Junior Rodriguez (born September 21, 1988) is an American former professional football player who was a tight end in the National Football League (NFL). He played college football for the Temple Owls. 
Rodriguez grew up in North Bergen, New Jersey and played football at North Bergen High School.","1988 births | American football fullbacks | American football tight ends | Articles with short description | Buffalo Bills players | Chicago Bears players | Lehigh Valley Steelhawks players | Living people | Miami Dolphins players | North Bergen High School alumni | Players of American football from Hudson County, New Jersey | Puerto Rican players of American football | San Antonio Commanders players | Seattle Dragons players | Short description is different from Wikidata | Sportspeople from North Bergen, New Jersey | Tampa Bay Buccaneers players | Temple Owls football players | Use mdy dates from January 2019 | Webarchive template wayback links | West Virginia Mountaineers football players"
00-0028115,Evan Royster,RB,Evan Royster,https://en.wikipedia.org/wiki/Evan_Royster,"Evan Mathias Royster (born November 26, 1987) is an American former professional football player who was a running back in the National Football League (NFL). He was selected in the sixth round of the 2011 NFL draft by the Washington Redskins, where he played for three seasons. He played college football for the Penn State Nittany Lions as a three-year starter and an all-time leading rusher.","1987 births | All articles with dead external links | All articles with unsourced statements | American football running backs | Articles with dead external links from November 2018 | Articles with dead external links from October 2010 | Articles with permanently dead external links | Articles with short description | Articles with unsourced statements from March 2023 | Atlanta Falcons players | Commons category link from Wikidata | Living people | Penn State Nittany Lions football players | Players of American football from Fairfax, Virginia | Players of American football from Virginia | Short description is different from Wikidata | Use mdy dates from March 2024 | Washington Redskins players"
00-0033045,Ezekiel Elliott,RB,Ezekiel Elliott,https://en.wikipedia.org/wiki/Ezekiel_Elliott,"Ezekiel Elijah Elliott (born July 22, 1995), nicknamed ""Zeke"", is an American professional football running back. He played college football for the Ohio State Buckeyes, earning second-team All-American honors in 2015. Elliott was selected by the Dallas Cowboys fourth overall in the 2016 NFL draft. In his first seven NFL seasons, all with the Cowboys, he was a three-time Pro Bowl, two-time All-Pro selection, and led the league in rushing yards in 2016 and 2018. After being released by the Cowboys after the 2022 season, Elliott played the 2023 season for the New England Patriots. Elliott then re-signed and played for the Cowboys in the following 2024 season, before being released by the team before the final game of the season.","1995 births | 21st-century African-American sportsmen | 21st-century American sportsmen | All Wikipedia articles written in American English | American football running backs | Articles with short description | Commons category link from Wikidata | Dallas Cowboys players | John Burroughs School alumni | Living people | Los Angeles Chargers players | National Conference Pro Bowl players | New England Patriots players | Ohio State Buckeyes football players | People from Ladue, Missouri | Players of American football from St. Louis | Short description matches Wikidata | Use American English from January 2026 | Use mdy dates from January 2024"
00-0026162,Felix Jones,RB,Felix Jones,https://en.wikipedia.org/wiki/Felix_Jones,"Felix Jones Jr. (born May 8, 1987) is an American former professional football player who was a running back in the National Football League (NFL) for the Dallas Cowboys and Pittsburgh Steelers. He played college football for the Arkansas Razorbacks, earning consensus All-American honors in 2007. He was selected by the Cowboys in the first round of the 2008 NFL draft.","1987 births | All-American college football players | All Wikipedia articles written in American English | All articles with unsourced statements | American football running backs | Arkansas Razorbacks football players | Articles with short description | Articles with unsourced statements from July 2023 | Booker T. Washington High School (Tulsa, Oklahoma) alumni | Commons category link from Wikidata | Dallas Cowboys players | Living people | Philadelphia Eagles players | Pittsburgh Steelers players | Players of American football from Tulsa, Oklahoma | Short description is different from Wikidata | Use American English from July 2023 | Use mdy dates from February 2026"
00-0031332,Fitzgerald Toussaint,RB,Fitzgerald,https://en.wikipedia.org/wiki/Fitzgerald,Fitzgerald may refer to:,All article disambiguation pages | All disambiguation pages | Disambiguation pages | Disambiguation pages with given-name-holder lists | Place name disambiguation pages | Short description is different from Wikidata
00-0029731,Fozzy Whittaker,RB,Fozzy Whittaker,https://en.wikipedia.org/wiki/Fozzy_Whittaker,"Foswhitt Jer'ald ""Fozzy"" Whittaker (born February 2, 1989) is an American former professional football player and current college football color analyst.
Whittaker was a running back and kick returner for six seasons in the National Football League (NFL). Whittaker entered the NFL as an undrafted free agent in 2012 with the Arizona Cardinals and spent his rookie year as a member of the Cardinals' practice squad. Whittaker spent the 2013 season on the rosters of the Cleveland Browns and San Diego Chargers. Whittaker signed with the Carolina Panthers during the 2014 off-season and played with the Panthers from 2014 to 2018. He played in one Super Bowl during his time with the Panthers in Super Bowl 50 during the 2015-2016 NFL Season. He played college football for the Texas Longhorns, where he was a 2011 first-team All-Big 12 selection, in the special teams as a kick returner, and was named an honorable mention for the 2011 All-Big 12 Special Teams Player of the Year. He also played in the 2010 BCS National Championship Game. He was a member of the Texas track and field team, and participated in the 2010 Big 12 Track and Field Championship.",1989 births | All Wikipedia articles written in American English | American football running backs | Arizona Cardinals players | Articles with short description | Carolina Panthers players | Cleveland Browns players | Commons category link from Wikidata | Living people | Pearland High School alumni | Players of American football from Houston | San Diego Chargers players | Short description is different from Wikidata | Texas Longhorns football players | Use American English from November 2023 | Use mdy dates from March 2024
00-0023500,Frank Gore,RB,Frank Gore,https://en.wikipedia.org/wiki/Frank_Gore,"Franklin Gore Sr. (born May 14, 1983) is an American former professional football running back who played in the National Football League (NFL) for 16 seasons. A member of the San Francisco 49ers for most of his career, he ranks third in NFL career rushing yards. His career was also noted for longevity, a rare trait with his position, and he holds the league record for games played by a running back.
Gore played college football for the Miami Hurricanes and was selected by the 49ers in the third round of the 2005 NFL draft. During his 10 seasons with the 49ers, he became the franchise's rushing yards leader, in addition to receiving five Pro Bowl selections and one second-team All-Pro selection. He also led the National Football Conference (NFC) in rushing yards during the 2006 season and made an appearance in Super Bowl XLVII in 2012. After leaving San Francisco at the end of the 2014 season, Gore played for the Indianapolis Colts, Miami Dolphins, Buffalo Bills, and New York Jets. Following his retirement, he has served as a football advisor to the 49ers since 2023. He was named to the NFL 2010s All-Decade Team in 2020.","1983 births | African-American boxers | All Wikipedia articles written in American English | American football running backs | American male boxers | Articles with short description | Boxers from Miami | Buffalo Bills players | Commons category link from Wikidata | Coral Gables Senior High School alumni | Indianapolis Colts players | Living people | Miami Dolphins players | Miami Hurricanes football players | National Conference Pro Bowl players | New York Jets players | Pages with login required references or sources | Players of American football from Coral Gables, Florida | Players of American football from Miami | San Francisco 49ers coaches | San Francisco 49ers currentteam parameter articles | San Francisco 49ers players | Short description matches Wikidata | Unconferenced Pro Bowl players | Use American English from October 2022 | Use mdy dates from May 2024 | Webarchive template wayback links"
00-0039471,Frank Gore Jr.,RB,Frank Gore Jr.,https://en.wikipedia.org/wiki/Frank_Gore_Jr.,"Franklin Gore Jr. (born March 13, 2002) is an American professional football running back for the Buffalo Bills of the National Football League (NFL). He played college football for the Southern Miss Golden Eagles and was signed by the Bills in 2024 as an undrafted free agent. He is the son of former NFL running back Frank Gore.",2002 births | 21st-century American sportsmen | American football quarterbacks | American football running backs | Articles with short description | Buffalo Bills currentteam parameter articles | Buffalo Bills players | Living people | Miami Killian Senior High School alumni | Players of American football from Miami | Short description matches Wikidata | Southern Miss Golden Eagles football players | Use mdy dates from March 2024
00-0019471,Frank Moreau,RB,Frank Moreau,https://en.wikipedia.org/wiki/Frank_Moreau,"Franklin H. Moreau (born September 9, 1976) is an American former professional football running back who played for the Kansas City Chiefs and Jacksonville Jaguars of the National Football League (NFL). He was drafted by the Chiefs in the fourth round of the 2000 NFL draft after playing college football for the Louisville Cardinals. He was also a member of the Houston Texans and New England Patriots but did not appear in any games for either team.","1976 births | 20th-century American sportsmen | 21st-century American sportsmen | American football running backs | Articles with short description | Houston Texans players | Jacksonville Jaguars players | Kansas City Chiefs players | Living people | Louisville Cardinals football players | New England Patriots players | Players of American football from Louisiana | Rhein Fire players | Short description is different from Wikidata | Sportspeople from Pineville, Louisiana | Use mdy dates from June 2024"
00-0019487,Frank Murphy,RB,Frank Murphy (gridiron football),https://en.wikipedia.org/wiki/Frank_Murphy_(gridiron_football),"Frank Murphy (born February 11, 1977) is an American former professional football wide receiver. He was drafted by the Chicago Bears in the sixth round of the 2000 NFL draft. He played college football for the Kansas State Wildcats.
Murphy was also a member of the Tampa Bay Buccaneers, Houston Texans, Miami Dolphins, Toronto Argonauts, Hamilton Tiger-Cats, Florida Tuskers, and Tampa Bay Storm.","1977 births | 21st-century American sportsmen | American football return specialists | American football running backs | American football wide receivers | Articles with short description | Canadian football wide receivers | Chicago Bears players | Florida Tuskers players | Hamilton Tiger-Cats players | Houston Texans players | Kansas State Wildcats football players | Living people | Miami Dolphins players | People from Nassau County, Florida | Players of American football from Jacksonville, Florida | Players of Canadian football from Jacksonville, Florida | Short description is different from Wikidata | Tampa Bay Buccaneers players | Tampa Bay Storm players | Toronto Argonauts players | Use mdy dates from June 2024"
00-0026926,Frank Summers,RB,Frank Summers (American football),https://en.wikipedia.org/wiki/Frank_Summers_(American_football),"Frank Edward Summers (born September 6, 1985) is an American former professional football player who was a fullback and special teamer in the National Football League (NFL). He was selected in the fifth round of the 2009 NFL draft by the Pittsburgh Steelers. He played college football for the UNLV Rebels.","1985 births | All Wikipedia articles written in American English | American football running backs | American people of Samoan descent | Articles with short description | Buffalo Bills players | Laney Eagles football players | Living people | Pittsburgh Steelers players | Players of American football from Oakland, California | San Diego Chargers players | Short description is different from Wikidata | Skyline High School (Oakland, California) alumni | Sportspeople of Samoan descent | UNLV Rebels football players | University of California, Berkeley alumni | Use American English from May 2025 | Use mdy dates from June 2024"
00-0000942,Fred Beasley,RB,Fred Beasley,https://en.wikipedia.org/wiki/Fred_Beasley,"Frederick Jerome Beasley, whose name was shortened to ""Fred"", (born September 18, 1974) is an American former professional football player who was a fullback in the National Football League (NFL). He played college football for the Auburn Tigers and was selected by the San Francisco 49ers in the sixth round of the 1998 NFL draft.","1974 births | All Wikipedia articles written in American English | American football running backs | Articles with short description | Auburn Tigers football players | Living people | Miami Dolphins players | National Conference Pro Bowl players | Players of American football from Montgomery, Alabama | San Francisco 49ers players | Short description is different from Wikidata | Use American English from February 2023 | Use mdy dates from January 2019"
00-0024204,Fred Jackson,RB,Fred Jackson (American football coach),https://en.wikipedia.org/wiki/Fred_Jackson_(American_football_coach),"Fred Jackson (born June 9, 1950) is an American college football coach and former player. He is currently the assistant running backs coach for the University of Michigan. He has worked with Michigan Wolverines running backs for 28 years, from 2022 to the present and from 1992 to 2014. He was also the offensive coordinator in 1995 and 1996, assistant head coach from 1997 to 2002, and associate head coach from 2003 to 2007. Jackson was on Michigan's staff when the team won national championships in 1997 and 2023.
Jackson played college football at Jackson State. He has also held coaching positions at Flint Southwestern High School from 1971 to 1979, University of Toledo from 1980 to 1982, University of Wisconsin from 1983 to 1986, United States Naval Academy in 1987, University of South Carolina in 1988, Purdue University in 1989 and 1990, Vanderbilt University in 1991, and Ypsilanti Community High School in 2016 and 2017.","1950 births | 20th-century African-American educators | 20th-century American educators | African-American coaches of American football | All articles with dead external links | American football cornerbacks | American football quarterbacks | Articles with dead external links from February 2026 | Articles with short description | Coaches of American football from Louisiana | High school football coaches in Michigan | High school track and field coaches in the United States | Jackson State Tigers football players | Living people | Michigan Wolverines football coaches | Midwest Football League (1962–1978) players | Navy Midshipmen football coaches | Players of American football from Baton Rouge, Louisiana | Purdue Boilermakers football coaches | Schoolteachers from Michigan | Short description is different from Wikidata | South Carolina Gamecocks football coaches | Toledo Rockets football coaches | University of Michigan alumni | Use mdy dates from August 2021 | Vanderbilt Commodores football coaches | Wisconsin Badgers football coaches"
00-0010632,Fred McAfee,RB,Fred McAfee,https://en.wikipedia.org/wiki/Fred_McAfee,"Fred Lee McAfee (born June 20, 1968) is an American former professional football player who was a running back in the National Football League (NFL) He played for the New Orleans Saints, Arizona Cardinals, Pittsburgh Steelers and Tampa Bay Buccaneers.","1968 births | 20th-century American sportsmen | All Wikipedia articles written in American English | American football running backs | American football special teamers | Arizona Cardinals players | Articles with short description | Living people | Mississippi College Choctaws football players | National Conference Pro Bowl players | New Orleans Saints executives | New Orleans Saints players | Pittsburgh Steelers players | Players of American football from Mississippi | Short description is different from Wikidata | Sportspeople from Philadelphia, Mississippi | Tampa Bay Buccaneers players | Use American English from May 2023 | Use mdy dates from June 2024 | Webarchive template wayback links"
00-0010747,Fred McCrary,RB,Fred McCrary,https://en.wikipedia.org/wiki/Fred_McCrary,"Freddy Demetrius McCrary (born September 19, 1972) is an American former professional football player who was a fullback in the National Football League (NFL). He played college football for the Mississippi State Bulldogs and was selected in the sixth round of the 1995 NFL draft by the Philadelphia Eagles. From 1995 to 2007, McCrary played for the Eagles and five other teams, including the 2003 New England Patriots Super Bowl XXXVIII championship team that beat the Carolina Panthers.","1972 births | All Wikipedia articles written in American English | All articles with dead external links | American football running backs | American prison officers | Articles with dead external links from February 2026 | Articles with short description | Atlanta Falcons players | CS1 maint: deprecated archival service | Commons category link is on Wikidata | Living people | Mississippi State Bulldogs football players | Naples High School alumni | New England Patriots players | New Orleans Saints players | Philadelphia Eagles players | Players of American football from Naples, Florida | San Diego Chargers players | Seattle Seahawks players | Short description is different from Wikidata | Use American English from March 2024 | Use mdy dates from June 2024"
00-0016098,Fred Taylor,RB,Fred Taylor,https://en.wikipedia.org/wiki/Fred_Taylor,"Frederick, Frederic or Fred Taylor may refer to:",All article disambiguation pages | All disambiguation pages | Human name disambiguation pages | Short description is different from Wikidata
00-0033640,Freddie Stevenson,RB,Freddie Stevenson (American football),https://en.wikipedia.org/wiki/Freddie_Stevenson_(American_football),"Freddie Stevenson (born April 4, 1995) is an American former football fullback. He played college football at Florida State, and signed with the Chicago Bears as an undrafted free agent in 2017, and also played for the Orlando Apollos.","1995 births | Articles with short description | Chicago Bears players | Florida State Seminoles football players | Living people | Orlando Apollos players | Players of American football from Bartow, Florida | Short description is different from Wikidata | Use mdy dates from January 2019 | Webarchive template wayback links"
00-0027143,Fui Vakapuna,RB,Fui Vakapuna,https://en.wikipedia.org/wiki/Fui_Vakapuna,"Fui Vakapuna  (pronounced foo-ē vac-uh-poo-nǎ; born March 9, 1984) is an American former professional football player who was a fullback. He was selected by the Cincinnati Bengals in the seventh round of the 2009 NFL draft. He played college football for the BYU Cougars.","1984 births | 21st-century Mormon missionaries | American Latter Day Saints | American Mormon missionaries in the United States | American people of Tongan descent | Arizona Cardinals players | Articles with short description | BYU Cougars football players | Cincinnati Bengals players | East High School (Utah) alumni | Indianapolis Colts players | Living people | New York Jets players | People from Kane County, Utah | Players of American football from Salt Lake City | Short description matches Wikidata | Use mdy dates from June 2024 | Webarchive template wayback links"
00-0035908,Gabe Nabers,RB,Gabe Nabers,https://en.wikipedia.org/wiki/Gabe_Nabers,"Gabriel Eugene Nabers (born November 5, 1997) is an American former professional football player who was a fullback for the Los Angeles Chargers of the National Football League (NFL). He played college football at Florida State.","1997 births | American football fullbacks | Articles with short description | Commons category link from Wikidata | Florida State Seminoles football players | Living people | Los Angeles Chargers players | Players of American football from Valdosta, Georgia | Short description is different from Wikidata | Use mdy dates from January 2023"
00-0036521,Garrett Groshek,RB,Garrett Groshek,https://en.wikipedia.org/wiki/Garrett_Groshek,"Garrett Groshek (born August 2, 1997) is an American former football running back. He played college football at Wisconsin.",1997 births | American football quarterbacks | American football running backs | Articles with short description | Commons category link from Wikidata | Living people | Pittsburgh Maulers (2022) players | Players of American football from Wisconsin | Short description matches Wikidata | Use mdy dates from January 2019
00-0025480,Garrett Wolfe,RB,Garrett Wolfe,https://en.wikipedia.org/wiki/Garrett_Wolfe,"Garrett Wolfe (born August 17, 1984) is an American former professional football player who was a running back in the National Football League (NFL).  He was selected by the Chicago Bears in the third round of the 2007 NFL draft. He played his college football for the Northern Illinois Huskies.",1984 births | 21st-century African-American sportsmen | 21st-century American sportsmen | All Wikipedia articles written in American English | American football running backs | Articles with short description | Canadian football running backs | Chicago Bears players | Commons category link from Wikidata | Living people | Montreal Alouettes players | Northern Illinois Huskies football players | Omaha Nighthawks players | Players of American football from Chicago | Players of Canadian football from Chicago | Short description matches Wikidata | Use American English from March 2024 | Use mdy dates from June 2024 | Webarchive template wayback links
00-0007180,Garrison Hearst,RB,Garrison Hearst,https://en.wikipedia.org/wiki/Garrison_Hearst,"Gerard Garrison Hearst (born January 4, 1971) is an American former  professional football player who was a running back in the National Football League (NFL) for ten seasons. He played college football for the Georgia Bulldogs, and was recognized as a unanimous All-American. A first-round pick by the Arizona Cardinals, he also played professionally for the Cincinnati Bengals, San Francisco 49ers and Denver Broncos of the NFL. He ran for 1,000 yards or more in four different seasons. He was named the NFL Comeback Player of the Year in 2001.
In 1992, Hearst finished in third place in the Heisman Trophy voting after rushing for 1,547 yards and 19 touchdowns. When he left Georgia, he was the second-leading career rusher. Hearst was the number 3 overall pick in the 1993 NFL draft. He played 12 years for the NFL.","1971 births | All-American college football players | All Wikipedia articles written in American English | All articles with dead external links | All articles with unsourced statements | American football running backs | Arizona Cardinals players | Articles with dead external links from June 2024 | Articles with permanently dead external links | Articles with short description | Articles with unsourced statements from June 2022 | Cincinnati Bengals players | Commons category link from Wikidata | Denver Broncos players | Georgia Bulldogs football players | Living people | NFL Comeback Player of the Year winners | National Conference Pro Bowl players | People from Lincolnton, Georgia | Phoenix Cardinals players | Players of American football from Lincoln County, Georgia | San Francisco 49ers players | Short description matches Wikidata | Use American English from September 2020 | Use mdy dates from January 2019 | Webarchive template wayback links"
00-0027098,Gartrell Johnson,RB,Gartrell Johnson,https://en.wikipedia.org/wiki/Gartrell_Johnson,"Gartrell Godfrey Johnson, III (born June 21, 1986) is an American former professional football player who was a running back in the National Football League (NFL). He was selected by the San Diego Chargers in the fourth round of the 2009 NFL draft. He played college football for the Colorado State Rams. Johnson was also a member of the New York Giants and Atlanta Falcons.",1986 births | American football running backs | Articles with short description | Atlanta Falcons players | Colorado State Rams football players | Living people | Miami Springs Senior High School alumni | New York Giants players | Players of American football from Miami | San Diego Chargers players | Short description is different from Wikidata | Use mdy dates from June 2024 | Webarchive template wayback links
00-0036569,Gary Brightwell,RB,Gary Brightwell,https://en.wikipedia.org/wiki/Gary_Brightwell,"Gary Brightwell Jr. (born February 28, 1999) is an American professional football running back for the Cincinnati Bengals of the National Football League (NFL). He has previously played in the NFL for the New York Giants and Cleveland Browns. He played college football for the Arizona Wildcats.","1999 births | American football running backs | Arizona Wildcats football players | Articles with short description | CS1 maint: bot: original URL status unknown | Cincinnati Bengals currentteam parameter articles | Cleveland Browns players | Jacksonville Jaguars players | Living people | New York Giants players | Players of American football from Chester, Pennsylvania | Saint Frances Academy (Baltimore) alumni | Short description is different from Wikidata | Use mdy dates from November 2023"
00-0004495,Gary Downs,RB,Caleb Downs,https://en.wikipedia.org/wiki/Caleb_Downs,"Caleb Downs (born December 10, 2004) is an American professional football safety for the Dallas Cowboys of the National Football League (NFL). Downs played college football for the Alabama Crimson Tide and Ohio State Buckeyes. With Ohio State, he won the 2024 national championship and was the recipient of the 2025 Lott Trophy and Jim Thorpe Award. Downs was selected by the Cowboys in the first round of the 2026 NFL draft. He is the son of former football player Gary Downs and younger brother of wide receiver Josh Downs.","2004 births | 21st-century African-American sportsmen | 21st-century American sportsmen | Alabama Crimson Tide football players | All-American college football players | All Wikipedia articles written in American English | American football safeties | Articles with hCards | Articles with short description | Dallas Cowboys currentteam parameter articles | Dallas Cowboys players | Living people | Ohio State Buckeyes football players | People from Jackson County, Georgia | Players of American football from Georgia (U.S. state) | Short description is different from Wikidata | Use American English from December 2025 | Use mdy dates from July 2024"
00-0024846,Gary Russell,RB,Gary Russell (American football),https://en.wikipedia.org/wiki/Gary_Russell_(American_football),"Gary Russell (born September 8, 1986) is an American former professional football player who was a running back in the National Football League (NFL).  He played college football for the Minnesota Golden Gophers and was signed by the Pittsburgh Steelers as an undrafted free agent in 2007. He won Super Bowl XLIII with the Steelers against the Arizona Cardinals, scoring a touchdown in the game.
Russell also played for the Oakland Raiders.","1986 births | All Wikipedia articles written in American English | American football running backs | Articles with short description | Cincinnati Bengals players | Living people | Marion Blue Racers players | Minnesota Golden Gophers football players | Oakland Raiders players | Pittsburgh Steelers players | Players of American football from Columbus, Ohio | Short description is different from Wikidata | Use American English from April 2025 | Use mdy dates from June 2024 | Webarchive template wayback links"
